Timestamp (ms),TNSY_raw,TNSY_value,TNSY_offset
6.92032265663147,598,598,0
6.922321319580078,595,595,0
6.92332124710083,589,589,0
6.924322128295898,603,603,0
6.925829887390137,649,649,0
6.927363395690918,672,672,0
6.928356409072876,678,678,0
6.929364204406738,669,669,0
6.93035626411438,627,627,0
6.93035626411438,574,574,0
6.931356430053711,533,533,0
6.933762073516846,486,486,0
6.934785842895508,516,516,0
6.936091184616089,558,558,0
6.937112092971802,581,581,0
6.9383580684661865,601,601,0
6.938865900039673,590,590,0
6.940135955810547,591,591,0
6.9509687423706055,587,587,0
6.95197057723999,585,585,0
6.952970266342163,635,635,0
6.9539759159088135,664,664,0
6.956528902053833,675,675,0
6.957767009735107,672,672,0
6.957767009735107,636,636,0
6.9592249393463135,577,577,0
6.960683584213257,539,539,0
6.961700201034546,493,493,0
6.963885068893433,510,510,0
6.963885068893433,552,552,0
6.966188192367554,583,583,0
6.967180252075195,605,605,0
6.968178987503052,602,602,0
6.96917986869812,598,598,0
6.97017240524292,595,595,0
6.971668243408203,586,586,0
6.9726808071136475,622,622,0
6.973690032958984,664,664,0
6.97512149810791,678,678,0
6.97512149810791,675,675,0
6.976614236831665,654,654,0
6.978698253631592,602,602,0
6.979851245880127,556,556,0
6.9808642864227295,505,505,0
6.9818644523620605,499,499,0
6.982864141464233,541,541,0
6.983872175216675,578,578,0
6.9848644733428955,591,591,0
6.985863447189331,599,599,0
6.986870288848877,597,597,0
6.98887825012207,590,590,0
6.989865779876709,585,585,0
6.990872859954834,603,603,0
6.9918646812438965,661,661,0
6.99296498298645,681,681,0
6.9939775466918945,678,678,0
6.994978904724121,663,663,0
6.995975017547607,616,616,0
6.996981620788574,560,560,0
6.997982025146484,516,516,0
6.998986482620239,488,488,0
6.998986482620239,529,529,0
6.9999778270721436,564,564,0
7.000992059707642,589,589,0
7.00199031829834,590,590,0
7.002977609634399,590,590,0
7.002977609634399,587,587,0
7.005408525466919,586,586,0
7.006408929824829,599,599,0
7.007595777511597,646,646,0
7.007595777511597,671,671,0
7.008606195449829,678,678,0
7.009616374969482,666,666,0
7.010632276535034,626,626,0
7.012634038925171,574,574,0
7.013636589050293,538,538,0
7.013636589050293,488,488,0
7.014632940292358,517,517,0
7.0156331062316895,557,557,0
7.016632556915283,584,584,0
7.01863169670105,601,601,0
7.019630193710327,602,602,0
7.020630836486816,598,598,0
7.021625518798828,597,597,0
7.022629976272583,593,593,0
7.0236241817474365,640,640,0
7.024632215499878,668,668,0
7.025624990463257,678,678,0
7.027873277664185,668,668,0
7.028871774673462,641,641,0
7.029873847961426,587,587,0
7.030869483947754,549,549,0
7.031869888305664,494,494,0
7.032872200012207,506,506,0
7.033872127532959,553,553,0
7.035874128341675,576,576,0
7.036877870559692,596,596,0
7.037968873977661,601,601,0
7.038985013961792,597,597,0
7.03999400138855,591,591,0
7.040989398956299,588,588,0
7.041989088058472,617,617,0
7.043987274169922,662,662,0
7.044989347457886,676,676,0
7.046989917755127,671,671,0
7.047990798950195,654,654,0
7.048989772796631,607,607,0
7.049987554550171,559,559,0
7.0509934425354,512,512,0
7.052990198135376,494,494,0
7.053987741470337,543,543,0
7.055056095123291,574,574,0
7.05609655380249,599,599,0
7.058090686798096,601,601,0
7.05908727645874,601,601,0
7.060088634490967,596,596,0
7.0620880126953125,587,587,0
7.06308913230896,606,606,0
7.064093112945557,662,662,0
7.0650856494903564,677,677,0
7.066087007522583,680,680,0
7.067089080810547,666,666,0
7.068088054656982,615,615,0
7.069088459014893,566,566,0
7.070088148117065,524,524,0
7.071088552474976,491,491,0
7.0720884799957275,528,528,0
7.073089361190796,564,564,0
7.073089361190796,595,595,0
7.0741002559661865,599,599,0
7.075088024139404,600,600,0
7.076080799102783,603,603,0
7.077089786529541,589,589,0
7.078089952468872,597,597,0
7.080088376998901,648,648,0
7.081085205078125,674,674,0
7.082088947296143,683,683,0
7.0840864181518555,665,665,0
7.085129976272583,625,625,0
7.0861496925354,577,577,0
7.08814549446106,534,534,0
7.08814549446106,491,491,0
7.089169979095459,516,516,0
7.090156078338623,557,557,0
7.091151714324951,589,589,0
7.092153072357178,599,599,0
7.093153238296509,602,602,0
7.095158576965332,598,598,0
7.097156047821045,590,590,0
7.099150896072388,584,584,0
7.101146459579468,632,632,0
7.102161169052124,664,664,0
7.104148626327515,682,682,0
7.10515284538269,666,666,0
7.107149600982666,646,646,0
7.108151912689209,595,595,0
7.109150171279907,551,551,0
7.110150575637817,498,498,0
7.111170768737793,508,508,0
7.112171411514282,554,554,0
7.114169359207153,584,584,0
7.115171194076538,599,599,0
7.117170333862305,603,603,0
7.119171619415283,598,598,0
7.120175361633301,592,592,0
7.121172189712524,584,584,0
7.122169494628906,616,616,0
7.123169898986816,665,665,0
7.124171495437622,681,681,0
7.124171495437622,674,674,0
7.125696182250977,656,656,0
7.126723289489746,606,606,0
7.12772274017334,559,559,0
7.128720998764038,513,513,0
7.129718780517578,494,494,0
7.130720376968384,542,542,0
7.132720232009888,567,567,0
7.133734226226807,590,590,0
7.134716272354126,599,599,0
7.135728597640991,598,598,0
7.136723518371582,591,591,0
7.137715578079224,586,586,0
7.138721466064453,599,599,0
7.138721466064453,665,665,0
7.139722585678101,676,676,0
7.140721321105957,676,676,0
7.141722202301025,662,662,0
7.142722129821777,618,618,0
7.143719911575317,566,566,0
7.144724369049072,524,524,0
7.145726203918457,491,491,0
7.146716594696045,530,530,0
7.147714614868164,562,562,0
7.148722410202026,586,586,0
7.1497180461883545,599,599,0
7.1497180461883545,599,599,0
7.150716781616211,590,590,0
7.151715040206909,588,588,0
7.1527180671691895,598,598,0
7.153719663619995,648,648,0
7.1559975147247314,674,674,0
7.156994342803955,676,676,0
7.157992601394653,665,665,0
7.159001111984253,630,630,0
7.159996509552002,583,583,0
7.161997079849243,539,539,0
7.163001537322998,494,494,0
7.164001941680908,515,515,0
7.1650002002716064,556,556,0
7.166997194290161,584,584,0
7.167999982833862,601,601,0
7.168995380401611,600,600,0
7.16999888420105,604,604,0
7.170993089675903,590,590,0
7.1719958782196045,584,584,0
7.17399263381958,630,630,0
7.174994707107544,665,665,0
7.17699408531189,678,678,0
7.177995681762695,669,669,0
7.179995536804199,651,651,0
7.180997133255005,595,595,0
7.1819963455200195,551,551,0
7.18299674987793,499,499,0
7.184995651245117,504,504,0
7.185986042022705,551,551,0
7.18699836730957,570,570,0
7.188000440597534,595,595,0
7.189333200454712,609,609,0
7.189333200454712,596,596,0
7.190760850906372,590,590,0
7.1917572021484375,581,581,0
7.1927573680877686,609,609,0
7.194766521453857,664,664,0
7.195761680603027,675,675,0
7.195761680603027,671,671,0
7.1972575187683105,662,662,0
7.198270320892334,611,611,0
7.199270963668823,557,557,0
7.200270891189575,512,512,0
7.200270891189575,491,491,0
7.201617240905762,531,531,0
7.201617240905762,569,569,0
7.203745603561401,595,595,0
7.204764127731323,604,604,0
7.2060277462005615,590,590,0
7.207205533981323,587,587,0
7.208295822143555,583,583,0
7.2103283405303955,602,602,0
7.211652517318726,658,658,0
7.212672233581543,677,677,0
7.2136712074279785,678,678,0
7.21466851234436,668,668,0
7.215688705444336,621,621,0
7.217766046524048,567,567,0
7.217766046524048,523,523,0
7.219179630279541,490,490,0
7.220201015472412,526,526,0
7.221384048461914,563,563,0
7.222402572631836,587,587,0
7.223406076431274,604,604,0
7.223406076431274,598,598,0
7.224394798278809,595,595,0
7.225910425186157,589,589,0
7.226933717727661,589,589,0
7.2279274463653564,638,638,0
7.2279274463653564,671,671,0
7.228928565979004,679,679,0
7.230222702026367,668,668,0
7.231241226196289,629,629,0
7.232252597808838,572,572,0
7.232252597808838,538,538,0
7.233257055282593,493,493,0
7.2342681884765625,514,514,0
7.2352588176727295,554,554,0
7.236522674560547,585,585,0
7.2385337352752686,597,597,0
7.239531755447388,602,602,0
7.239531755447388,598,598,0
7.24085545539856,595,595,0
7.2418718338012695,586,586,0
7.2428648471832275,629,629,0
7.2428648471832275,665,665,0
7.244369268417358,682,682,0
7.245521306991577,672,672,0
7.246765613555908,643,643,0
7.248035430908203,585,585,0
7.2500622272491455,548,548,0
7.251056432723999,499,499,0
7.252052545547485,499,499,0
7.2530529499053955,543,543,0
7.2530529499053955,577,577,0
7.254051446914673,587,587,0
7.2550530433654785,600,600,0
7.256162166595459,597,597,0
7.256162166595459,590,590,0
7.2574310302734375,578,578,0
7.258441686630249,608,608,0
7.259443759918213,665,665,0
7.26054048538208,679,679,0
7.261756420135498,675,675,0
7.262768745422363,659,659,0
7.263768672943115,611,611,0
7.264767169952393,556,556,0
7.265766620635986,513,513,0
7.266765832901001,487,487,0
7.267765998840332,531,531,0
7.268774747848511,566,566,0
7.270771026611328,587,587,0
7.270771026611328,599,599,0
7.272775173187256,601,601,0
7.273773908615112,598,598,0
7.274770975112915,588,588,0
7.275769233703613,601,601,0
7.276775598526001,649,649,0
7.277775049209595,671,671,0
7.278774261474609,675,675,0
7.279774188995361,664,664,0
7.280774354934692,626,626,0
7.281772613525391,564,564,0
7.283775806427002,530,530,0
7.284774303436279,490,490,0
7.2857725620269775,517,517,0
7.286778688430786,557,557,0
7.288022518157959,585,585,0
7.289031505584717,599,599,0
7.290281295776367,604,604,0
7.291401624679565,596,596,0
7.292418956756592,589,589,0
7.293418645858765,589,589,0
7.294417381286621,638,638,0
7.295416831970215,669,669,0
7.296417236328125,677,677,0
7.29741644859314,666,666,0
7.298416376113892,634,634,0
7.2994208335876465,585,585,0
7.300419807434082,539,539,0
7.301425218582153,491,491,0
7.303426027297974,512,512,0
7.304418087005615,558,558,0
7.305422306060791,585,585,0
7.306420803070068,602,602,0
7.307421684265137,599,599,0
7.308417558670044,597,597,0
7.309415340423584,590,590,0
7.3104236125946045,584,584,0
7.311438083648682,625,625,0
7.312431573867798,667,667,0
7.313430309295654,680,680,0
7.314430475234985,670,670,0
7.315448760986328,656,656,0
7.316451072692871,598,598,0
7.31743049621582,554,554,0
7.318429946899414,506,506,0
7.320437908172607,504,504,0
7.321442604064941,552,552,0
7.323441743850708,575,575,0
7.324438810348511,594,594,0
7.325963973999023,601,601,0
7.326994895935059,601,601,0
7.32798957824707,599,599,0
7.329985618591309,587,587,0
7.3309853076934814,609,609,0
7.331986427307129,667,667,0
7.3339855670928955,677,677,0
7.3349902629852295,673,673,0
7.336985349655151,660,660,0
7.337986707687378,617,617,0
7.339989423751831,565,565,0
7.34098219871521,519,519,0
7.341977119445801,486,486,0
7.342977046966553,533,533,0
7.343990325927734,563,563,0
7.344989538192749,585,585,0
7.345983505249023,598,598,0
7.34697961807251,597,597,0
7.348003387451172,591,591,0
7.348977088928223,586,586,0
7.349976062774658,602,602,0
7.3509840965271,647,647,0
7.351989269256592,672,672,0
7.352986574172974,676,676,0
7.353984355926514,664,664,0
7.353984355926514,625,625,0
7.355355739593506,573,573,0
7.356371164321899,532,532,0
7.357371091842651,496,496,0
7.358372926712036,524,524,0
7.359374523162842,561,561,0
7.361374139785767,587,587,0
7.362375020980835,597,597,0
7.363363742828369,599,599,0
7.364372491836548,596,596,0
7.365380764007568,589,589,0
7.36643385887146,589,589,0
7.367469549179077,633,633,0
7.368462800979614,663,663,0
7.36946177482605,675,675,0
7.370458364486694,669,669,0
7.371460676193237,634,634,0
7.372458219528198,574,574,0
7.3734588623046875,534,534,0
7.374462366104126,491,491,0
7.375459671020508,509,509,0
7.376459836959839,551,551,0
7.378459215164185,578,578,0
7.379458904266357,601,601,0
7.381459712982178,600,600,0
7.382450103759766,591,591,0
7.383459568023682,585,585,0
7.384459733963013,584,584,0
7.385459899902344,622,622,0
7.386449575424194,664,664,0
7.387466192245483,678,678,0
7.388538360595703,675,675,0
7.389545679092407,651,651,0
7.390633821487427,599,599,0
7.390633821487427,555,555,0
7.391877174377441,507,507,0
7.3938939571380615,500,500,0
7.394894361495972,543,543,0
7.396900653839111,578,578,0
7.397897243499756,589,589,0
7.398891925811768,599,599,0
7.398891925811768,597,597,0
7.399887561798096,595,595,0
7.401204824447632,588,588,0
7.40322208404541,608,608,0
7.404219150543213,661,661,0
7.405218124389648,682,682,0
7.406225919723511,677,677,0
7.408225059509277,659,659,0
7.409235954284668,618,618,0
7.409235954284668,562,562,0
7.410235643386841,518,518,0
7.411263704299927,489,489,0
7.412501096725464,531,531,0
7.413527011871338,571,571,0
7.414539098739624,587,587,0
7.415528774261475,599,599,0
7.416528224945068,599,599,0
7.417520046234131,599,599,0
7.418528079986572,591,591,0
7.418528079986572,599,599,0
7.419530391693115,655,655,0
7.420519828796387,680,680,0
7.421519756317139,678,678,0
7.422518730163574,666,666,0
7.423530340194702,627,627,0
7.424525260925293,573,573,0
7.4260454177856445,534,534,0
7.4270689487457275,490,490,0
7.428070545196533,518,518,0
7.429069757461548,562,562,0
7.429069757461548,584,584,0
7.4300618171691895,600,600,0
7.43115496635437,600,600,0
7.43115496635437,597,597,0
7.4330830574035645,589,589,0
7.4341042041778564,586,586,0
7.435104846954346,638,638,0
7.436106204986572,665,665,0
7.437104225158691,679,679,0
7.4381043910980225,669,669,0
7.439106464385986,641,641,0
7.441105365753174,587,587,0
7.442105531692505,545,545,0
7.4431068897247314,497,497,0
7.4441070556640625,514,514,0
7.4451048374176025,553,553,0
7.446105003356934,583,583,0
7.447102308273315,602,602,0
7.4481048583984375,599,599,0
7.449102878570557,591,591,0
7.450112581253052,587,587,0
7.451101779937744,579,579,0
7.452102184295654,618,618,0
7.4531049728393555,656,656,0
7.454103469848633,677,677,0
7.4550981521606445,672,672,0
7.45623254776001,657,657,0
7.458253622055054,602,602,0
7.459257364273071,559,559,0
7.460588216781616,511,511,0
7.462610960006714,503,503,0
7.463611602783203,543,543,0
7.464610815048218,575,575,0
7.465609312057495,591,591,0
7.46661114692688,603,603,0
7.467610597610474,599,599,0
7.468611001968384,596,596,0
7.470602512359619,588,588,0
7.470602512359619,609,609,0
7.471606254577637,659,659,0
7.472609758377075,677,677,0
7.473612070083618,676,676,0
7.47461462020874,663,663,0
7.475614547729492,618,618,0
7.476609468460083,564,564,0
7.478612184524536,521,521,0
7.479612827301025,493,493,0
7.480607032775879,527,527,0
7.48161506652832,561,561,0
7.483027696609497,588,588,0
7.485048294067383,600,600,0
7.48606014251709,599,599,0
7.487307071685791,596,596,0
7.487307071685791,596,596,0
7.488318681716919,591,591,0
7.489332437515259,646,646,0
7.4903295040130615,671,671,0
7.49147367477417,678,678,0
7.49249792098999,666,666,0
7.493501663208008,627,627,0
7.49449610710144,574,574,0
7.495500564575195,540,540,0
